volume	part	number	page	auth	titl	oreg	odat	id	dreg	claimants	previous	new_matter	see_also_ren	see_also_reg	note	full_text
					Pies.	A581359	1950-03-31	RE5732	1978-08-24	American Institute of Baking|PWH						
				Howard N. Hinga, John W. Beattie, Josephine Wolverton & Grace V. Wilson.	The American singer.  Book 1.	AA146727	1950-03-31	RE35966	1978-12-28	Howard N. Hinga|A						
					Federal code annotated.  Cumulative pocket supplement, 1950.  No. 1-6, 6A, 8A, 9, 9A, 10, 10A, 11, 12.  Title 28, pt. 1-4, title 28, pt. 5-6.  Index A-L, index M-Z.	AA146815	1950-03-31	RE1439	1978-03-10	The Lawyers Co-operative Publishing Company|PWH						
					The Blue star fairy book of stories for children.  Author & illustrator: Christine Louise Richards.	AA147760	1950-03-31	RE740	1978-02-24	Christine Louise Richards|A						
					Advance California appellate reports.  Vol. 11, no. 13.	AA148057	1950-03-31	RE1384	1978-03-10	Bancroft-Whitney Company|PWH						
					Instructions for using new improved Singer adjustable zigzag attachment 160620 on Singer lock stitch family sewing machines.  From 20458, Mar. 1950.	AA148208	1950-03-31	RE2056	1978-04-03	The Singer Company|PWH						
					Young America's music; piano pieces for little fingers, 1st & 2d grades.  Vol. 5.  Editor: Albert E. Wier.	AA152956	1950-03-31	RE3608	1978-06-12	Charles Scribner's Sons|PPW						
					Young America's music.  Vol. 8.  Editor: Albert E. Wier.	AA152957	1950-03-31	RE3607	1978-06-12	Charles Scribner's Sons|PPW						
					The Wall Street journal.  Vol. 135, no. 75, Mar. 31, 1950.	B238559	1950-03-31	RE554	1978-02-21	Dow Jones & Company, Inc.|PCW						
					Chicago daily tribune.  Vol. 109, no. 77, Mar. 31, 1950.	B238883	1950-03-31	RE1077	1978-03-02	Chicago Tribune Company|PCW						
				Ernest Lehman.	Tell me about it tomorrow.	B239182	1950-03-31	RE1234	1978-03-10	Ernest Lehman|A						
				Ernest Hemingway.	Across the river and into the trees.  Pt. 3.	B239182	1950-03-31	RE4099	1978-06-12	Mary Hemingway|W						
					Hearst's international--Cosmopolitan.  Vol. 128, no. 4, Apr. 1950.	B239182	1950-03-31	RE7550	1978-10-30	The Hearst Corporation|PCW						
					This week magazine.  Apr. 2, 1950.	B239259	1950-03-31	RE12549	1978-12-04	United Newspapers Magazine Corporation|PCW						
					Cancer; a journal of the American Cancer Society.  Vol. 3, no. 2, Mar. 1950.	B239687	1950-03-31	RE9971	1978-12-22	American Cancer Society, Inc.|PCW						
					Congressional quarterly log weekly report.  Vol. 8, no. 13, Mar. 31, 1950.	B239691	1950-03-31	RE6917	1978-08-10	Congressional Quarterly, Inc.|PWH						
				Emily Hahn.	Balconies.	B239778	1950-03-31	RE14227	1978-12-27	Emily Hahn|A						
				Helen McCloy (Helen McCloy Dresser)	Shake hands with Death.	B240238	1950-03-31	RE1774	1978-03-28	Helen McCloy Dresser|A						
					GP. Vol. 1, no. 1, Apr. 1950.	B240845	1950-03-31	RE7069	1978-10-18	American Academy of Family Physicians|PCW						
					Life.  Vol. 28, no. 14.	B241122	1950-03-31	RE4177	1978-06-29	Time, Inc.|PCW						
					Rodeo romances.  Vol. 14, no. 2, summer 1950.	B244032	1950-03-31	RE3958	1978-06-30	B. S. Inc|PCW						
					The Short talk bulletin.  Vol. 28, no. 4, Apr. 1950.	B246332	1950-03-31	RE5122	1978-07-07	The Masonic Service Association of the United States|PWH						
				Robert Emerson Clampett.	Time for Beany; a television puppet show.	DU23995	1950-03-31	RE8177	1978-11-16	Robert E. Bob Clampett|A						
					Be gentle unto all.|Jesus healing the leper.	H1555	1950-03-31	RE3087	1978-05-18	Providence Lithograph Company|PWH						
					All creatures of our God and King.|Saint Francis and the birds.	H1557	1950-03-31	RE3086	1978-05-18	Providence Lithograph Company|PWH						
					I will praise Thee, O God.  Painting by Ortlip.	K24647	1950-03-31	RE3067	1978-05-18	Providence Lithograph Company|PWH						
					Amos stands for right doing.  Painting by Linson.	K24652	1950-03-31	RE3068	1978-05-18	Providence Lithograph Company|PWH						
					Hosea and his family.  Painting by Ortlip.	K24654	1950-03-31	RE3069	1978-05-18	Providence Lithograph Company|PWH						
					Malachi asks for our best for God.  Painting by Becher.	K24655	1950-03-31	RE3070	1978-05-18	Providence Lithograph Company|PWH						
				J. C. Brigham.	Deluxe.	KK47944	1950-03-31	RE5835	1978-03-21	Wanda Louise Brigham|W						
				Robert S. Drummond.	Modern methods of gear manufacture.	A42762	1950-04-01	RE4378	1978-07-03	Lear Siegler, Inc.|PWH						
				Alice Ann Bailey.	Letters on occult meditation.	A43079	1950-04-01	RE2977	1978-05-18	Lucis Trust|PPW						
				Arthur E. Starks.	A Concordance to the Book of Mormon.	A43163	1950-04-01	RE2775	1978-05-30	Arthur E. Starks|A						
				Alice Lee Humphreys.	Heaven in my hand.	A43372	1950-04-01	RE6511	1978-10-05	John David Humphreys|E						
					Voice in the West.  Text: Wendell Jeremy Ashton.	A43388	1950-04-01	RE2771	1978-05-22	Wendell J. Ashton|A						
				Celia M. Wright.	Hobby-house ideas.	A43518	1950-04-01	RE2527	1978-04-21	Celia M. Wright|A						
					The Indoor bird watcher's manual.  Text: Helen Ferril & Anne Folsom.	A43860	1950-04-01	RE2770	1978-05-22	Helen Ferril|A||Anne Folsom|A						
				Albert Carpenter Kalmbach.	Railroads of Chicago.	A46225	1950-04-01	RE11458	1978-12-21	Kalmbach Publishing Company|PWH						
					Chicago daily tribune.  Vol. 109, no. 78, Apr. 1, 1950.	B238884	1950-04-01	RE1078	1978-03-02	Chicago Tribune Company|PCW						
					The Wall Street journal.  Vol. 135, no. 76, Apr. 1, 1950.	B238892	1950-04-01	RE1390	1978-03-16	Dow Jones & Company, Inc.|PCW						
					Barron's; national business & financial weekly.  Vol. 30, no. 14, Apr. 3, 1950.	B239419	1950-04-01	RE1395	1978-03-16	Dow Jones & Company, Inc.|PCW						
					Popular mechanics magazine.  Vol. 93, no. 4, Apr. 1950.	B239791	1950-04-01	RE1648	1978-03-22	The Hearst Corporation|PCW						
					Artnews.  Vol. 49, no. 2, Apr. 1950.	B241216	1950-04-01	RE493	1978-02-21	Artnews Associates|PCW						
					Trailer travel magazine.  Vol. 15, no. 4, Apr. 1950.	B277544	1950-04-01	RE7671	1978-11-13	Woodall Publishing Company|PCW						
				Luigi Pirandello.	Questa sera si recita a soggetto.	DFO42	1950-04-01	RE11836	1978-12-26	Stefano Pirandello|C||Fausto Pirandello|C||Lietta Pirandello|C						
				William Boyd.	(Color reproduction of photograph on cover of) Department store economist.|Department store economist.  Apr. 1950.	TX274835	1950-04-01	RE36738	1978-12-29	William L. Boyd Trust|PWH						
				Norman Vincent Peale.	How to do what you have to do.	AA169414	1950-04-02	RE7445	1978-10-25	Foundation for Christian Living|PWH						
					Chicago Sunday tribune.  Vol. 109, no. 14, Apr. 2, 1950.	B238881	1950-04-02	RE1075	1978-03-02	Chicago Tribune Company|PCW						
				National Comics Publications, Inc., Harry Donenfeld, president.	Superman.	K36447	1950-04-02	RE5613	1978-08-22	Comics, Inc.|PWH						
				Frank L. Marsh.	Studies in creationism.	A42525	1950-04-03	RE6410	1978-09-28	Frank L. Marsh|A						
				Lawrence R. Koller.	Taking larger trout.	A42541	1950-04-03	RE9345	1978-12-13	Lawrence R. Koller|A						
				Montagu F. Ashley Montagu.	On being human.	A42648	1950-04-03	RE12575	1978-12-27	Ashley Montagu|A						
				Ralph DeToledano & Victor Lasky.	Seeds of treason.	A42721	1950-04-03	RE11865	1978-12-26	Ralph DeToledano|A||Victor Lasky|A						
				Ira Wallach, illustrator: George Price.	How to be deliriously happy, the Foible Compkin method.	A42843	1950-04-03	RE11854	1978-12-26	Ira Wallach|A						
				Adele DeLeeuw.	Blue ribbons for Meg.	A43007	1950-04-03	RE14561	1978-12-05	Adele DeLeeuw|A						
					Mengenlehre|Theory of sets.  Translator: Frederick Bagemihl.	A43058	1950-04-03	RE157	1978-01-20	Frederick Bagemihl|A					Translation of Mengenlehre by E. Kamke.	
				Henry Allan Ironside.	Addresses on the Book of Joshua.	A43134	1950-04-03	RE4643	1978-07-17	Lillian Ironside Koppin|C						
				Joseph B. Rosenbach, Edwin A. Whitman & David Moskovitz.	Essentials of plane trigonometry with tables.	A45261	1950-04-03	RE5816	1978-09-18	Florence S. Rosenbach|W||Philip M. Whitman|C||David Moskovitz|A						
				Christianna Brand.	Cat and mouse.	A46711|AIO503	1950-08-01|1950-04-03	RE9417	1978-03-31	Christianna Brand|A						
				National Comics Publications, Inc., Harry Donenfeld, president.	Superman.  Release the week of Apr. 10, 1950.	A106734	1950-04-03	RE5599	1978-08-22	Comics, Inc.|PWH						
				Robert Orben.	Patter for standard tricks.	AA147111	1950-04-03	RE68	1978-01-06	Robert Orben|A						
					The Wall Street journal.  Vol. 135, no. 77, Apr. 3, 1950.	B238893	1950-04-03	RE1391	1978-03-16	Dow Jones & Company, Inc.|PCW						
					Chicago daily tribune.  Vol. 109, no. 79, Apr. 3, 1950.	B239095	1950-04-03	RE1079	1978-03-02	Chicago Tribune Company|PCW						
					American Orchid Society bulletin.  Vol. 19, no. 4.	B240445	1950-04-03	RE5757	1978-09-08	American Orchid Society, Inc.|PCW						
					Geographic school bulletins.  Vol. 28, no. 25A, Apr. 3, 1950.	B253163	1950-04-03	RE3878	1978-06-23	National Geographic Society|PCW						
					AOPA pilot.  May 1950.	B354107	1950-04-03	RE5143	1978-08-07	Aircraft Owners and Pilots Association|PCW						
				Hovsep Pushman.	Messengers of peace.	GU16075	1950-04-03	RE2981	1978-06-08	Arsene Pushman|C||Armand Pushman|C						
				Hovsep Pushman.	Spring message.	GU16076	1950-04-03	RE2982	1978-06-08	Arsene Pushman|C||Armand Pushman|C						
				Frank C. Norris.	Nutro 29.	A42443	1950-04-04	RE2778	1978-05-08	Frank C. Norris|A						
				May Sarton.	Shadow of a man.	A42444	1950-04-04	RE2779	1978-05-08	May Sarton|A						
				Van Wyck Brooks.	New England: Indian summer.	A42515	1950-04-04	RE1786	1978-03-16	Gladys Brooks|W						
				John Leonard Fulmer.	Agricultural progress in the Cotton Belt since 1920.	A42654	1950-04-04	RE630	1978-02-21	John Leonard Fulmer|A						
				John Jo Carpenter.	Signal guns at sun-up.	A42689	1950-04-04	RE9306	1978-11-16	John Jo Carpenter|A						
				Garland Greever & Agnes L. Jones.	The Century collegiate handbook.	A43133	1950-04-04	RE5970	1978-09-05	Garland Greever|A||Agnes L. Jones|A						
				Gladys Vondy Robertson & Vera M. Graham, illustrated by Michael Bevans.	Strange sea life.	A43198	1950-04-04	RE4442	1978-05-10	Gladys Vondy Robertson|A||Vera M. Graham|A						
				Harold Courlander & Wolf Leslau.	The Fire on the mountain, and other Ethiopian stories.	A43199	1950-04-04	RE2784	1978-05-10	Harold Courlander|A||Wolf Leslau|A						
				Edmund S. Morgan.	Introduction to evidence.	A44342	1950-04-04	RE9085	1978-12-07	Edmund S. Morgan|A						
				May Mellinger (May Mellinger Nielsen)	Cloak of laughter.	A45126	1950-04-04	RE826	1978-02-27	May Mellinger Nielsen|A					Condensed version appeared in Mar. 1950 issue of Redbook.	
				Irene Hazard Gerlinger.	Mistresses of the White House; narrator's tale of a pageant of First Ladies.	A48264	1950-04-04	RE3220	1978-04-19	Irene Hazard Gerlinger|A						
					Advance California reports.  Vol. 11, no. 14.	AA148686	1950-04-04	RE1564	1978-03-24	Bancroft-Whitney Company|PWH						
					The Wall Street journal.  Vol. 135, no. 78, Apr. 4, 1950.	B239102	1950-04-04	RE1392	1978-03-16	Dow Jones & Company, Inc.|PCW						
					Chicago daily tribune.  Vol. 109, no. 80, Apr. 4, 1950.	B239370	1950-04-04	RE1088	1978-03-02	Chicago Tribune Company|PCW						
					Commonweal.  Vol. 51, no. 26, Apr. 7, 1950.	B240041	1950-04-04	RE2750	1978-05-08	Commonweal Publishing Company, Inc.|PCW						
					Phylon; the Atlanta University review of race and culture.  Vol. 11, no. 1, 1st quarter 1950.	B241266	1950-04-04	RE1255	1978-03-13	Atlanta University|PCW						
					Exciting love.  Vol. 16, no. 1, summer 1950.	B244410	1950-04-04	RE3978	1978-06-29	B. S. Inc|PCW						
					The Organist.  Vol. 54, no. 2, May 1950.	B246282	1950-04-04	RE1886	1978-03-27	Lorenz Publishing Company|PCW						
				Wendy Grimwood.	A Woman's place; a comedy in 3 acts.	DP58	1950-04-04	RE3594	1978-06-01	Wendy Grimwood|A						
				Neil Grant.	The Three kisses; a comedy in one act.	DP70	1950-04-04	RE1607	1978-03-16	National Westminster Bank, Ltd.|E						
				Robert Woodruff Anderson.	Lover, come back to me.	DU23851	1950-04-04	RE1546	1978-03-23	Robert (Woodruff) Anderson|A						
				Tom Dougall.	The Canyon cache.	DU24074	1950-04-04	RE10173	1978-12-19	Lone Ranger Television, Inc.|PWH						
				Dan Beattie.	Mystery of the ridge.	DU24075	1950-04-04	RE10174	1978-12-19	Lone Ranger Television, Inc.|PWH						
				Tom Dougall.	Twenty little Indians.	DU24076	1950-04-04	RE10175	1978-12-19	Lone Ranger Television, Inc.|PWH						
				Dan Beattie.	Unfinished note.	DU24077	1950-04-04	RE10176	1978-12-19	Lone Ranger Television, Inc.|PWH						
				Jim Lawrence.	Showdown on Shotgun Creek.	DU24078	1950-04-04	RE10177	1978-12-19	Lone Ranger Television, Inc.|PWH						
				Trendle & Beattie.	Mother Calhoun.	DU24079	1950-04-04	RE4078	1978-06-16	Lone Ranger Television, Inc.|PWH						
				Trendle & Holt.	Coppertown round-up.	DU24080	1950-04-04	RE4077	1978-06-16	Lone Ranger Television, Inc.|PWH						
				Trendle & Dougall.	The Indian governor.	DU24081	1950-04-04	RE5929	1978-09-11	Lone Ranger Television, Inc.|PWH						
				Trendle & Beattie.	Woman of courage.	DU24082	1950-04-04	RE5930	1978-09-11	Lone Ranger Television, Inc.|PWH						
				Trendle & Beattie.	The Faceless bandit.	DU24083	1950-04-04	RE6292	1978-09-25	Lone Ranger Television, Inc.|PWH						
				Trendle & Beattie.	Silver bridle ornament.	DU24084	1950-04-04	RE6293	1978-09-25	Lone Ranger Television, Inc.|PWH						
				Trendle & Striker.	Indian trooper.	DU24085	1950-04-04	RE6294	1978-09-25	Lone Ranger Television, Inc.|PWH						
				Trendle & Striker.	Sandusky's return.	DU24086	1950-04-04	RE6295	1978-09-25	Lone Ranger Television, Inc.|PWH						
					Guide to the ruins; poems.  Editing, compilation & poems: Howard Nemerov.	A42624	1950-04-05	RE7338	1978-06-28	Howard Nemerov|A						
				Irving Brant.	James Madison; Father of the Constitution, 1787-1800.	A42673	1950-04-05	RE2198	1978-04-10	Irving Brant|A						
				P. W. Bridgman, C. Zener, L. S. Darken et al.	Thermodynamics in physical metallurgy.	A42813	1950-04-05	RE12553	1978-12-14	American Society for Metals|PCW						
				Langston Hughes.	Simple speaks his mind.	A42818	1950-04-05	RE4536	1978-07-10	George Houston Bass|E						
					Reports of cases determined in the District Courts of Appeal of the State of California.  Vol. 92, 2d series.	AA148685	1950-04-05	RE1563	1978-03-24	Bancroft-Whitney Company|PWH						
					The New York times index.  Vol. 38, no. 5, Mar. 1-15, 1950.  Editor: Joseph C. Gephart.	AA149014	1950-04-05	RE2632	1978-05-04	The New York Times Company|PWH						
					The Wall Street journal.  Vol. 135, no. 79, Apr. 5, 1950.	B239103	1950-04-05	RE1393	1978-03-16	Dow Jones & Company, Inc.|PCW						
					Chicago daily tribune.  Vol. 109, no. 81, Apr. 5, 1950.	B239371	1950-04-05	RE1080	1978-03-02	Chicago Tribune Company|PCW						
				R. Ross Annett.	Babe in disgrace.	B240219	1950-04-05	RE3570	1978-06-19	R. Ross Annett|A						
				Ted Key.	Hazel.|The Saturday evening post, Apr. 8, 1950	B240219	1950-04-05	RE10481	1978-12-29	Ted Key|A						
					Harper's magazine.  Vol. 200, no. 1199.	B240444	1950-04-05	RE2690	1978-04-27	Minneapolis Star and Tribune Company, Inc.|PCW						
				William Orville Douglas.	Two boys on a mountain.	B240444	1950-04-05	RE8626	1978-12-24	William Orville Douglas|A						
				David Riesman, James Mann, Foris Menzer et al.	Psychiatry; journal for the study of interpersonal processes.  Vol. 13, no. 1, Feb. 1950.	B240507	1950-04-05	RE44	1978-01-13	The William Alanson White Psychiatric Foundation, Inc.|PCW						
					Journal of polymer science.  Vol. 5, no. 2, Apr. 1950.	B243102	1950-04-05	RE6395	1978-10-12	John Wiley & Sons, Inc.|PCW						
					The Saturday review of literature.  Vol. 33, no. 14, Apr. 8, 1950.	B243718	1950-04-05	RE2009	1978-04-03	Saturday Review Magazine Corporation|PCW						
				Corey Ford.	Joint return; article.	B250365	1950-04-05	RE4351	1978-05-15	S. John Stebbins|E||Hugh Grey|E						
				Alleta Starr Hardwick.	The Legend of the Limestone Hills.	B513654	1950-04-05	RE989	1978-03-06	Alleta Hardwick|A						
				William Saroyan.	The Adventures of Wesley Jackson.|The Twin adventures; the adventures of William Saroyan, a diary, & the adventures of Wesley Jackson, a novel.	A42669	1950-04-06	RE15638	1978-12-21	William Saroyan|A						
				Fremont P. Wirth.	United States history.	A42772	1950-04-06	RE35962	1978-12-28	Willa Dean Wirth Tidman|W						
				Gene Sarazen & Herbert Warren Wind.	Thirty years of championship golf.	A43156	1950-04-06	RE2116	1978-04-03	Gene Sarazen|A||Herbert Warren Wind|A						
					American law reports; digest of cases and annotations with table of cases digested.  2d ser., v. 7-10.	AA147839	1950-04-06	RE3228	1978-04-20	The Lawyers Co-operative Publishing Company & Bancroft-Whitney Company|PWH					Appl. states copyright not claimed in any material secured from official U. S. Govt. sources.	
				Edwin Stacey Oakes (editor-in-chief) et al.	American law reports annotated.  2d ser., v. 10.	AA147937	1950-04-06	RE3229	1978-04-20	The Lawyers Co-operative Publishing Company & Bancroft-Whitney Company|PWH					Appl. states copyright not claimed in any material secured from official U. S. Govt. sources.	
					Chicago daily tribune.  Vol. 109, no. 82, Apr. 6, 1950.	B239372	1950-04-06	RE1081	1978-03-02	Chicago Tribune Company|PCW						
					The Wall Street journal.  Vol. 135, no. 80, Apr. 6, 1950.	B239388	1950-04-06	RE1394	1978-03-16	Dow Jones & Company, Inc.|PCW						
					The Nation.  Vol. 170, no. 14, Apr. 8, 1950.	B239584	1950-04-06	RE10285	1978-12-18	The Nation Associates, Inc.|PCW						
					Publishers weekly.  Vol. 157, no. 14, Apr. 8, 1950.	B243195	1950-04-06	RE2330	1978-04-24	Xerox Corporation|PCW						
				Styles Sullivan, pseud. of Wilbur Braun.	The Discontented cow; a contagious comedy in three acts.	DP75	1950-04-06	RE420	1978-01-23	Samuel French, Inc.|PWH						
				Paul Evan Lehman.	Siren of Silver Valley; book of fiction.	A42737	1950-04-07	RE6032	1978-09-13	Shirley L. Lehman Weiermiller|M						
				Bruno Lasker.	Human bondage in southeast Asia.	A42834	1950-04-07	RE7087	1978-10-19	Gabriel Ward Lasker|C						
					Revival in our time.  Compilers: VanKampen Press.	A42839	1950-04-07	RE38920	1978-12-11	World Wide Publications|PWH						
				Lionel Trilling.	The Liberal imagination; essays on literature and society.	A42922	1950-04-07	RE240	1978-01-13	Diana Trilling|W						
				Lionel Trilling.	The Liberal imagination; essays on literature and society.	A42922	1950-04-07	RE2832	1978-05-10	James Trilling|C						
				Colston E. Warne.	Industry-wide collective bargaining, promise or menace?  Problems in American civilization.	A44069	1950-04-07	RE7680	1978-11-01	Colston E. Warne|A						
					Advance California appellate reports.  Vol. 11, no. 14.	AA148689	1950-04-07	RE1567	1978-03-24	Bancroft-Whitney Company|PWH						
					Chicago daily tribune.  Vol. 109, no. 83, Apr. 7, 1950.	B239903	1950-04-07	RE1082	1978-03-02	Chicago Tribune Company|PCW						
					The Wall Street journal.  Vol. 135, no. 81, Apr. 7, 1950.	B240137	1950-04-07	RE1397	1978-03-16	Dow Jones & Company, Inc.|PCW						
				August Derleth.	The Island out of space.	B240754	1950-04-07	RE4546	1978-04-21	April Derleth Smith|C||Walden W. Derleth|C						
					Congressional quarterly log weekly report.  Vol. 8, no. 14, Apr. 7, 1950.	B241313	1950-04-07	RE6918	1978-08-10	Congressional Quarterly, Inc.|PWH						
					The Hudson review.  Vol. 3, no. 1, spring 1950.	B241521	1950-04-07	RE5263	1978-08-10	The Hudson Review, Inc.|PCW						
					Life.  Vol. 28, no. 15.	B242386	1950-04-07	RE4179	1978-06-29	Time, Inc.|PCW						
					Mercer law review.  Vol. 1, no. 2, spring 1950.	B423943	1950-04-07	RE1763	1978-04-03	Walter F. George School of Law|PCW						
				Richard Barksdale Harwell.	Confederate music.	A44392	1950-04-08	RE631	1978-02-21	Richard Barksdale Harwell|A						
					Icings.	A581355	1950-04-08	RE5728	1978-08-24	American Institute of Baking|PWH						
					The Wall Street journal.  Vol. 135, no. 82, Apr. 8, 1950.	B239911	1950-04-08	RE1396	1978-03-16	Dow Jones & Company, Inc.|PCW						
					Chicago daily tribune.  Vol. 109, no. 84, Apr. 8, 1950.	B240127	1950-04-08	RE1084	1978-03-02	Chicago Tribune Company|PCW						
					Barron's; national business & financial weekly.  Vol. 30, no. 15, Apr. 10, 1950.	B241604	1950-04-08	RE1400	1978-03-16	Dow Jones & Company, Inc.|PCW						
					Chicago Sunday tribune.  Vol. 109, no. 15, Apr. 9, 1950.	B240126	1950-04-09	RE1083	1978-03-02	Chicago Tribune Company|PCW						
				National Comics Publications, Inc., Harry Donenfeld, president.	Superman.	K36446	1950-04-09	RE5612	1978-08-22	Comics, Inc.|PWH						
				Howard Lowry.	The Mind's adventure.	A42758	1950-04-10	RE820	1978-02-27	The Westminster Press|PWH						
				Andrew James Casner & Walter Barton Leach.	Cases and text on property.	A42759	1950-04-10	RE9082	1978-12-04	Andrew James Casner|A						
				Edward C. Allcard.	Single-handed passage.	A42784	1950-04-10	RE13673	1978-12-12	Edward C. Allcard|A						
				Thomas H. Raddall.	Son of the hawk.	A42785	1950-04-10	RE2780	1978-05-08	Thomas H. Raddall|A						
				William Orville Douglas.	Of men and mountains.|Two boys on a mountain	A42814	1950-04-10	RE8627	1978-12-24	William Orville Douglas|A					First pub. as article entitled Two boys on a mountain, in Harper's, Apr. 1950.	
				Frances Parkinson Keyes, photography: Elemore Morgan.	All this is Louisiana; an illustrated story book.	A42815	1950-04-10	RE14495	1978-12-22	Henry W. Keyes|C						
					How to play better tennis.  Text: William T. Tilden, ill.: Frederick E. Banbery.	A42817	1950-04-10	RE9302	1978-10-10	William T. Tilden|A||Frederick E. Banbery|A						
				Simon Certner & George H. Henry.	Short stories for our times.	A43050	1950-04-10	RE2107	1978-03-31	Simon Certner|A||George H. Henry|A						
				Herman J. Wechsler.	Gods and goddesses in art and legend.	A43635	1950-04-10	RE1335	1978-03-06	Rushelle Korman Wechsler|W						
				Georges Simenon, translation of Le Neige etait sale by Louise Varese.	Le Neige etait sale|The Snow was black.	A44126	1950-04-10	RE2726	1978-05-01	Louise Varese|A						
					The Wall Street journal.  Vol. 135, no. 83, Apr. 10, 1950.	B240138	1950-04-10	RE1398	1978-03-16	Dow Jones & Company, Inc.|PCW						
					The Alaska sportsman.  Vol. 16, no. 5, May 1950.	B240690	1950-04-10	RE2932	1978-05-15	Alaska Northwest Publishing Company|PCW						
					Poetry.  Vol. 76, no. 1, Apr. 1950.	B241479	1950-04-10	RE1371	1978-03-17	The Modern Poetry Association|PCW						
				Winfield Townley Scott.	Blue sleigh.	B241479	1950-04-10	RE3751	1978-06-09	Lindsay B. Scott|C						
					Chicago daily tribune.  Vol. 109, no. 85, Apr. 10, 1950.	B241618	1950-04-10	RE1087	1978-03-02	Chicago Tribune Company|PCW						
					Life.  Vol. 8, no. 9.	B242929	1950-04-10	RE4181	1978-06-29	Time, Inc.|PCW						
					Ebony.  Vol. 5, no. 7, May 1950.	B252633	1950-04-10	RE12109	1978-12-07	Johnson Publishing Company, Inc.|PCW						
					Cowboy church; script primarily for radio and/or pictures.  Author and composer: Stuart Hamblen.	DU23931	1950-04-10	RE490	1978-03-06	Stuart Hamblen|A						
				Herb Chidley.	Air view map of wild fowl.	K25633	1950-04-10	RE11067	1978-12-29	Brown & Bigelow|PWH						
				Elizabeth Daly.	Death and letters.	A42821	1950-04-11	RE2782	1978-05-10	Hoch Reid|E						
				Jan Valtin, pseud. of Richard J. Krebs.	Ladies' home journal, Mar.-July 1950.|Wintertime.	A42822	1950-04-11	RE2783	1978-05-10	Richard J. Krebs|A					Shorter version serialized in Ladies' home journal, Mar.-July 1950.	
				Maurice Stern.	Stern's Trickett on the Law of Landlord and Tenant in Pennsylvania.	A42844	1950-04-11	RE10619	1978-12-18	Matthew Bender & Company, Inc.|PWH||George T. Bisel Company|PWH						
				Mario B. Rodriguez & James C. Babcock.	Cuentos de ambos mundos.	A43194	1950-04-11	RE2108	1978-03-31	Mario Rodriguez|A						
				National Comics Publications, Inc., Harry Donenfeld, president.	Superman.  Release the week of Apr. 17, 1950.	A106735	1950-04-11	RE5600	1978-08-22	Comics, Inc.|PWH						
				Emmett A. Betts & Carolyn M. Welch.	Second reader story book (2-1)|Teacher's guide book, second reader program (2-1)	AA147445	1950-04-11	RE22585	1978-12-28	Emmett A. Betts|A||Carolyn M. Welch|A						
				Irving T. Marsh & Edward Ehre.	Best sports stories, 1950.	AA147939	1950-04-11	RE3472	1978-06-22	Irving T. Marsh|A||Edward Ehre|A						
				Falk Felix Gottschalkson.	Additional booklet on Number Jack.	AA148663	1950-04-11	RE1230	1978-03-10	Falk Felix Gottschalkson|A						
					Advance California reports.  Vol. 11, no. 15.	AA148687	1950-04-11	RE1565	1978-03-24	Bancroft-Whitney Company|PWH						
				Whitman Publishing Company.	Roy Rogers and Dale Evans cutout book.	AA153237	1950-04-11	RE19726	1978-12-29	Roy Rogers|PWH||Dale Evans|PWH						
					Chicago daily tribune.  Vol. 109, no. 86, Apr. 11, 1950.	B240128	1950-04-11	RE1085	1978-03-02	Chicago Tribune Company|PCW						
					The Wall Street journal.  Vol. 135, no. 84, Apr. 11, 1950.	B240139	1950-04-11	RE1399	1978-03-16	Dow Jones & Company, Inc.|PCW						
					The Kenyon review.  Vol. 12, no. 2, spring 1950.	B240611	1950-04-11	RE2907	1978-05-24	Kenyon College|PCW						
					Commonweal.  Vol. 52, no. 1, Apr. 14, 1950.	B240780	1950-04-11	RE2751	1978-05-08	Commonweal Publishing Company, Inc.|PCW						
				James B. Allardice.	At war with the Army; a farce comedy in 3 acts.	DP79	1950-04-11	RE2762	1978-05-30	Mrs. James B. Allardice|W						
				Kathleen Winsor.	Star money.	A42756	1950-04-12	RE2340	1978-04-13	Kathleen Winsor|A						
				Fred Benjamin Millett.	Reading drama; a method of analysis with selections for study.	A42914	1950-04-12	RE7256	1978-10-17	Patricia R. Millett|E						
				Leno C. Michelon.	Industrial inspection methods.	A42915	1950-04-12	RE3669	1978-06-13	Leno C. Michelon|A						
				James Dahir.	Communities for better living; citizen achievement in organization, design and development.	A42916	1950-04-12	RE9063	1978-12-11	James Dahir|A						
				Benedict Freedman and Lois Nancy Freedman.	This and no more.	A42917	1950-04-12	RE502	1978-02-24	Benedict Freedman|A||Lois Nancy Freedman|A						
				Ida Cook.	We followed our stars.	A42934	1950-04-12	RE9312	1978-12-14	Ida Cook|A						
				Richard Ellington.	Stone cold dead.	A42935	1950-04-12	RE3905	1978-06-12	Richard Ellington|A						
				George W. Stimpson.	A Book about American history.	A42945	1950-04-12	RE19784	1978-12-22	Ronald Petersen|E||Barbara Stimpson Petersen|E						
				Hans Zeisel, introd. by Paul F. Lazarsfeld.	Say it with figures.	A42946	1950-04-12	RE4604	1978-07-03	Hans Zeisel|A						
				Justin Wroe Nixon.	Responsible Christianity: leaven of a free society.	A42947	1950-04-12	RE3480	1978-05-30	Ida W. Nixon|W						
