volume	part	number	page	auth	titl	oreg	odat	id	dreg	claimants	previous	new_matter	see_also_ren	see_also_reg	publ	note	full_text
					Yellowstone National Park.	BB24517	1963-07-02	RE530065	1991-05-02	Western Publishing Company, Inc.|PWH							
					German shepherds.	BB24518	1963-07-02	RE552283	1991-11-20	Western Publishing Company, Inc.|PWH							
					Early hospitals.|The Nurses, Oct. 1963	BB24519	1963-07-02	RE552284	1991-11-20	Western Publishing Company, Inc.|PWH							
					The Deadly wires.|The Nurses, Oct. 1963	BB24520	1963-07-02	RE552285	1991-11-20	Western Publishing Company, Inc.|PWH							
					Ancient oriental medicine.|The Nurses, Oct. 1963	BB24521	1963-07-02	RE552286	1991-11-20	Western Publishing Company, Inc.|PWH							
					Primitive medicine.|The Nurses, Oct. 1963	BB24522	1963-07-02	RE552287	1991-11-20	Western Publishing Company, Inc.|PWH							
					Catfish.	BB24523	1963-07-02	RE552288	1991-11-20	Western Publishing Company, Inc.|PWH							
					Selecoes do Reader's Digest.  Vol. 44, no. 258, julho 1963.  Editor-in-chief: Tito Leite.	BFO4427	1963-07-02	RE542919	1991-09-03	Reader's Digest Association, Inc.|PWH							
				Charles Dyer.	Rattle of a simple man; a play in three acts.	DF1658	1963-07-02	RE530899	1991-04-26	Charles Dyer|A							
				Philip Johnson.	Time for bed!  A comedy in one act.	DF1689	1963-07-02	RE517013	1991-01-07	Dennis Adkins|E							
					Madama Butterfly: opera in three acts.  m Giacomo Puccini, libretto: L. Illica and Giacomo Giacosa, vocal score revisions: Victor Trucco, English version: John Gutman.	DP5133	1963-07-02	RE525018	1991-02-08	G. Schirmer, Inc.|PWH						Based on the book by John L. Long & the drama by David Belasco.	
				Julie Bovasso (Julia Bovasso)	The Moon dreamers.	DU58034	1963-07-02	RE527622	1991-03-14	Julie Bovasso|A							
				Fred L. Israel.	Nevada's Key Pittman.	A634752	1963-07-03	RE526319	1991-03-04	Fred L. Israel|A							
				Kennard Codville Graham.	Industrial and commercial wiring.	A634777	1963-07-03	RE547325	1991-10-11	American Technical Publishers, Inc.|PWH							
				West Publishing Company & the American Law Book Company, employers for hire.	Corpus juris secundum, a complete restatement of the entire American law as developed by all reported cases.  Vol. 17-17A.	A634873	1963-07-03	RE542846	1991-08-19	West Publishing Company|PWH							
					The New York times index.  Vol. 51, no. 7, May 16-31, 1963.  Editor: Joseph C. Gephart.	A636353	1963-07-03	RE536185	1991-07-22	New York Times Company|PWH							
				Aaron Kramer.	Goethe, Schiller, Heine: songs and ballads.	A637877	1963-07-03	RE517867	1991-01-02	Aaron Kramer|A							
					The Battle for Guadalcanal.  Text: Samuel B. Griffith, 2nd, maps: John Carnes.	A638065	1963-07-03	RE566336	1991-12-27	Belle Nelson Griffith|W							
					The Battle for Guadalcanal.  Text: Samuel B. Griffith II, maps: John Carnes.	A638065	1963-07-03	RE562829	1991-12-23	Samuel B. Griffith II|A							
				Jack Finney.	Good neighbor Sam.	A638528	1963-07-03	RE565655	1991-11-14	Jack Finney|A							
				Jack Finney.	Good neighbor Sam.	A638528	1963-07-03	RE561600	1991-12-18	Jack Finney|A							
				I. M. Levitt & Dandridge M. Cole.	Exploring the secrets of space; astronautics for the layman.	A638802	1963-07-03	RE549068	1991-10-28	I. M. Levitt|A||Dandridge M. Cole|A							
					Advance California appellate reports.  Vol. 24, no. 27.	A639401	1963-07-03	RE565960	1991-12-30	Thomson Legal Publishing Company|PWH							
				Foster E. Grossnickle, John Reckzeh & Herbert Bernhardt.	Key to tests for Discovering structure in algebra.	A639985	1963-07-03	RE540979	1991-08-12	Foster E. Grossnickle|A							
				Thomas F. Morrison.	Key to Tests in physiology.	A639986	1963-07-03	RE561684	1991-12-19	Thomas F. Morrison|A							
				Jacques Choron.	Death and western thought.	A641695	1963-07-03	RE552144	1991-11-08	Olga Choron|W||Victoria Irene Whitfield|C							
				Cherney Berg, illustrator: Allen Spikol.	A Hideous history of weapons.	A641696	1963-07-03	RE552259	1991-11-08	Cherney Berg|A							
				Lester Crow & Alice Crow.	How to study: to learn better, pass examinations, get better grades.	A641697	1963-07-03	RE537296	1991-07-22	Rosamond M. Crow|W							
				David Dodge, with ill. by Irv Koons.	The Poor man's guide to Europe.	A641700	1963-07-03	RE532498	1991-05-23	Kendal Dodge Butler|C							
				Foster E. Grossnickle, Leo J. Brueckner, Elda L. Merton and one other.	Moving into mathematics, 1963.	A647428	1963-07-03	RE561999	1991-12-19	Richard G. Brueckner|C||Foster E. Grossnickle|A							
				Golden Press, Inc., employer for hire of Adelaide Holl (text) & Eloise Wilkin (ill.)	Jamie looks.  No. 522.	A647679	1963-07-03	RE522427	1991-01-28	Western Publishing Company, Inc.|PWH							
				Richard M. Pearl.	Geology; an introd. to principles of physical and historical geology.	A648231	1963-07-03	RE521399	1991-11-22	Richard M. Pearl|A							
					Guide to the ballet; an introduction to the history and art of ballet with 47 ballets described in detail.  Author of original Dutch language bk.: J. E. Hornstra Verwer (Hans Verwer), English language translation: Henry Mins, employee in a work for hire of Barnes & Noble.	A650692	1963-07-03	RE521802	1991-11-22	HarperCollins Publishers, Inc.|PWH							
				F. F. Bruce.	The Books and the parchments.	A651238	1963-07-03	RE573681	1991-12-20	A. B. Bruce|W							
				Cletus P. Madsen, Psalm-tone harmonization: Howard Snyder.	Propers of the Mass.  No. 1951A.	A656135	1963-07-03	RE543408	1991-02-28	Howard Snyder|A							
				Edna Easter.	Jesus came to earth; kindergarten B-1 pupil's leaflets.	A686053	1963-07-03	RE524199	1991-01-11	Herald Publishing House|PWH							
				Robert L. Politzer & Michio P.Hagiwara.	Active review of French; selected patterns, vocabulary and pronunciation problems for speakers of English.	A696331	1963-07-03	RE562126	1991-12-19	Robert L. Politzer|A||Michio P. Hagiwara|A							
					The Washington post and times herald.  Vol. 86, no. 210, July 3, 1963.	B46099	1963-07-03	RE559809	1991-12-23	Washington Post Company|PCW							
					The Wall Street journal.  Vol. 162, no. 3, July 3, 1963.	B46108	1963-07-03	RE521317	1991-12-30	Dow Jones & Company, Inc.|PCW							
					New York herald tribune.  Vol. 123, no. 42468, July 3, 1963.	B46221	1963-07-03	RE566805	1991-12-30	IHT Corporation|PWH							
					The New York times.  Vol. 112, no. 38511, July 3, 1963.	B46237	1963-07-03	RE528032	1991-06-10	New York Times Company|PCW							
					Little Orphan Annie.	B46245	1963-07-03	RE558925	1991-12-17	Tribune Media Services, Inc.|PWH							
					Dow Jones news service, New York.  July 3, 1963.	B46379	1963-07-03	RE522148	1991-12-30	Dow Jones & Company, Inc.|PCW							
					Chicago tribune.  Vol. 116, no. 184, July 3, 1963.	B47209	1963-07-03	RE513217	1991-01-02	Chicago Tribune Company|PCW							
					The Christian Science monitor, Boston.  Vol. 55, no. 185, July 3, 1963.	B47213	1963-07-03	RE513903	1991-01-14	Christian Science Publishing Society|PWH							
					Daily variety.  Vol. 120, no. 20, July 3, 1963.	B47289	1963-07-03	RE547562	1991-10-07	Daily Variety|PWH							
				Stirling Moss.	England's favorite son.	B47455	1963-07-03	RE540021	1991-03-18	Stirling Moss|A							
					Virginia cavalcade.  Vol. 12, no. 4, spring 1963.	B47862	1963-07-03	RE530150	1991-06-17	Virginia State Library and Archives|PCW							
					Journal of bacteriology.  Vol. 85, no. 6.	B47892	1963-07-03	RE555444	1991-12-04	Williams & Wilkins|PCW							
					Current medical digest.  Vol. 30, no. 6.	B47930	1963-07-03	RE555545	1991-12-04	Williams & Wilkins|PCW							
					The Journal of chemical physics.  Vol. 38, no. 12, June 15, 1963.	B48027	1963-07-03	RE521522	1991-11-04	American Institute of Physics|PCW							
					The Nation.  Vol. 197, no. 2, July 13, 1963.	B48090	1963-07-03	RE567862	1991-12-09	Nation Company, Inc.|PCW							
					The New Yorker.  Vol. 39, no. 20, July 6, 1963.	B48111	1963-07-03	RE530279	1991-06-11	New Yorker Magazine, Inc.|PCW							
				Eudora Welty.	The New Yorker, July 6, 1963|Where is the voice coming from?	B48111	1963-07-03	RE562028	1991-12-19	Eudora Welty|A							
					Christian Science Bible lessons.  Vol. 74, no. 4, Dec. 1963.	B49159	1963-07-03	RE513916	1991-01-14	Christian Science Publishing Society|PWH							
					The Commonweal.  Vol. 78, no. 16, July 12, 1963.	B49585	1963-07-03	RE537650	1991-01-07	Commonweal Foundation|PCW							
					Your new baby.  No. 170, Aug. 1963.	B49640	1963-07-03	RE557578	1991-12-02	Gruner & Jahr USA Publishing|PCW							
					Our army at war.  No. 134, Sept. 1963.	B50032	1963-07-03	RE545807	1991-09-30	DC Comics, Inc.|PWH							
				Arleigh Publishing Corporation.	Secret hearts.  No. 90, Sept. 1963.	B50033	1963-07-03	RE547414	1991-10-09	DC Comics, Inc.|PWH							
					Superman's pal, Jimmy Olsen.  No. 71, Sept. 1963.	B50034	1963-07-03	RE547506	1991-10-07	DC Comics, Inc.|PWH							
					Tomahawk.  No. 88, Sept.-Oct. 1963.	B50035	1963-07-03	RE545889	1991-10-04	DC Comics, Inc.|PWH							
					Superboy.  No. 107, Sept. 1963.	B50036	1963-07-03	RE547507	1991-10-07	DC Comics, Inc.|PWH							
					Green Lantern.  No. 23, Sept. 1963.	B50037	1963-07-03	RE546026	1991-09-26	DC Comics, Inc.|PWH							
					House of mystery.  No. 137, Sept. 1963.	B50038	1963-07-03	RE546027	1991-09-26	DC Comics, Inc.|PWH							
					The Volunteer choir.  Vol. 50, no. 11, Aug. 1963.	B50115	1963-07-03	RE513393	1991-01-15	Lorenz Publishing Company|PWH							
					The Choir herald.  Vol. 66, no. 11, Aug. 1963.	B50116	1963-07-03	RE513394	1991-01-15	Lorenz Publishing Company|PWH							
					The Choir leader.  Vol. 70, no. 6, Aug. 1963.	B50117	1963-07-03	RE513395	1991-01-15	Lorenz Publishing Company|PWH							
					Los Angeles times.  Vol. 82, July 4, 1963.	B50719	1963-07-03	RE560161	1991-12-24	Times-Mirror Company|PCW							
					South Eastern reporter, second series.  Vol. 131, no. 3, July 4, 1963.	B51948	1963-07-03	RE543051	1991-08-19	West Publishing Company|PWH							
					North Eastern reporter, second series.  Vol. 190, no. 6, v. 191, no. 1, July 3, 1963.	B51953	1963-07-03	RE542378	1991-08-19	West Publishing Company|PWH							
					New York supplement, second series.  Vol. 240, no. 4, July 2, 1963.	B51954	1963-07-03	RE542513	1991-08-19	West Publishing Company|PWH							
					Pacific reporter, second series.  Vol. 382, no. 2, July 5, 1963.	B51959	1963-07-03	RE543054	1991-08-19	West Publishing Company|PWH							
					Soviet physics.  Uspekhi.  Vol. 5, no. 5, Mar.-Apr. 1963.	B52260	1963-07-03	RE521534	1991-11-04	American Institute of Physics|PCW							
					The Oldsmobile Service Guild training manual.  Vol. 13, no. 7, July 1963.	B53920	1963-07-03	RE521376	1991-12-23	Oldsmobile Division General Motors Corporation|PWH							
					Bulletin of the Menninger Clinic.  Vol. 27, no. 4, July 1963.	B53996	1963-07-03	RE544702	1991-02-11	Menninger Foundation|PCW							
					The Astrophysical journal, supplement series.  Vol. 8, no. 76.	B54416	1963-07-03	RE540293	1991-08-12	University of Chicago|PCW							
					The Children's friend.  Vol. 62, no. 8, Aug. 1963.	B58456	1963-07-03	RE549757	1991-08-15	Corporation of the President of the Church of Jesus Christ of Latter-Day Saints|PCW							
					The Astrophysical journal, supplement series.  Vol. 8, no. 77.	B63315	1963-07-03	RE540304	1991-08-12	University of Chicago|PCW							
					Choice, 10 fresh individual servings of 8 favorites.  Author of renewable matter: Leo Burnett Company, Inc.	KK175318	1963-07-03	RE585218	1991-12-30	Kellogg Company|PWH							
				Sarah Watson Emery.	Blood on the old well.	TX2765459	1963-07-03	RE544915	1991-07-08	Sarah Watson Emery|A							
					All scripture is inspired of God and beneficial.	A638090	1963-07-04	RE527786	1991-03-22	Watch Tower Bible and Tract Society of Pennsylvania|PWH							
					King Features weekly.	A642445	1963-07-04	RE553579	1991-11-21	King Features Syndicate, Inc.|PCW							
					Ripley's Believe It or Not!  Cartoon feature.  Cartoon drawing & text: Paul Frehm.	A642445	1963-07-04	RE579329	1991-12-18	Ripley Entertainment, Inc.|PWH							
					King Features illustrated weekly.	A642451	1963-07-04	RE553585	1991-11-21	King Features Syndicate, Inc.|PCW							
				Mrs. S. Ross Fox.	The Life of John Taylor.	A647579	1963-07-04	RE564805	1991-12-24	Mrs. S. Ross Fox|A							
					The Washington post and times herald.  Vol. 86, no. 211, July 4, 1963.	B46101	1963-07-04	RE559811	1991-12-23	Washington Post Company|PCW							
					New York herald tribune.  Vol. 123, no. 42469, July 4, 1963.	B46218	1963-07-04	RE566802	1991-12-30	IHT Corporation|PWH							
					The New York times.  Vol. 112, no. 38512, July 4, 1963.	B46236	1963-07-04	RE528031	1991-06-10	New York Times Company|PCW							
					Little Orphan Annie.	B46250	1963-07-04	RE558930	1991-12-17	Tribune Media Services, Inc.|PWH							
					Chicago tribune.  Vol. 116, no. 185, July 4, 1963.	B47207	1963-07-04	RE513215	1991-01-02	Chicago Tribune Company|PCW							
					New England journal of medicine.  Vol. 269, no. 1, July 4, 1963.	B50238	1963-07-04	RE559059	1991-12-17	Massachusetts Medical Society|PCW							
					Los Angeles times.  Vol. 82, July 5, 1963.	B50720	1963-07-04	RE558560	1991-12-24	Times-Mirror Company|PCW							
					Sports illustrated.  Vol. 19, no. 2, July 8, 1963.	B50781	1963-07-04	RE559671	1991-12-23	Time, Inc.|PWH||Magazine Company|PWH							
					Summertime.  Vol. 10, no. 2, July 4, 1963.	B53369	1963-07-04	RE539418	1991-08-06	Scholastic, Inc.|PCW							
					Scholastic merry-go-round.  Vol. 1, no. 2, July 4, 1963.	B53376	1963-07-04	RE538793	1991-08-02	Scholastic, Inc.|PCW							
					Vacation fun.  Vol. 3, no. 2, July 4, 1963.	B53385	1963-07-04	RE539426	1991-08-06	Scholastic, Inc.|PCW							
				Booker Taliaferro Washington, foreword by William Orville Douglas.	Up from slavery; an autobiography.	A634834	1963-07-05	RE535203	1991-06-17	Cathleen Douglas Stone|W							
				Clifton Adams.	The Dangerous days of Kiowa Jones.	A634835	1963-07-05	RE528407	1991-04-18	Clifton Adams|A							
				Clifton Adams.	The Dangerous days of Kiowa Jones.	A634835	1963-07-05	RE535204	1991-06-17	Geraldine Adams|W							
				William Peter Blatty.	John Goldfarb, please come home!	A634836	1963-07-05	RE536315	1991-06-28	William Peter Blatty|A							
				Stanton Forbes, pseud. of DeLoris Forbes.	Grieve for the past.	A634837	1963-07-05	RE535205	1991-06-17								
				Taylor Caldwell.	The Late Clara Beame.	A634876	1963-07-05	RE535206	1991-06-17	Peggy Fried|C||W. R. Prestie|Wr							
				Lawrence A. Brown, drawings by Ann Pemberton, employees for hire of Doubleday & Company, Inc.	Coins and coin collecting made simple.	A636349	1963-07-05	RE535208	1991-06-17	Bantam Doubleday Dell Publishing Group, Inc.|PWH							
				Eugene V. Mohr, drawings by Charles C. Clare, Jr., employees for hire of Doubleday & Company, Inc.	The Study of reptiles and amphibians made simple.	A636350	1963-07-05	RE535209	1991-06-17	Bantam Doubleday Dell Publishing Group, Inc.|PWH							
				Rudyard Kipling, introd.: Doubleday & Company, Inc., as employer in a work made for hire of Randall Jarrell.	In the vernacular: the English in India; short stories.	A636733	1963-07-05	RE535146	1991-06-17	Bantam Doubleday Dell Publishing Group, Inc.|PWH							
				Rudyard Kipling, selected & with an introd. by Randall Jarrell.	In the vernacular: the English in India; short stories.	A636733	1963-07-05	RE545231	1991-07-15	Mary VonSchrader Jarrell|W							
				Rudyard Kipling, introd.: Doubleday & Company, Inc., as employer in a work made for hire of Randall Jarrell.	The English in England; short stories.	A636737	1963-07-05	RE535147	1991-06-17	Bantam Doubleday Dell Publishing Group, Inc.|PWH							
				Doubleday & Company, Inc., as employer in a work made for hire of Richard C. Harrier.	The Anchor anthology of Jacobean drama.  Vol. 2.	A636740	1963-07-05	RE535148	1991-06-17	Bantam Doubleday Dell Publishing Group, Inc.|PWH							
					Anthology of German expressionist drama; a prelude to the absurd.  Editor: Walter H. Sokel.	A636741	1963-07-05	RE553140	1991-11-18	Walter H. Sokel|A							
					The Adventures of Mabel.  Text by Harry Thurston Peck, ill.: Meg Wohlberg.	A638028	1963-07-05	RE565768	1991-12-31	Jerome Eisenberg|Wr							
					The Junior illustrated encyclopedia of sports.  Editor & illustrator: Willard Mullin, editor: Herbert Kamm.	A638520	1963-07-05	RE552795	1991-11-13	Willard Mullin|A||Herbert Kamm|A							
				Thomas O. Nelson.	Atlas--Stark County, North Dakota.	A642011	1963-07-05	RE547313	1991-10-15	Thomas O. Nelson|A							
				Waylon B. Moore.	New Testament follow-up for pastors and laymen.	A646069	1963-07-05	RE565860	1991-12-30	Waylon B. Moore|A							
				John R. Fry.	The Immobilized Christian; a study of his pre-ethical situation.	A651676	1963-07-05	RE533109	1991-05-20	John Knox Press|PWH							
					The Washington post and times herald.  Vol. 86, no. 212, July 5,    1963.	B46090	1963-07-05	RE559800	1991-12-23	Washington Post Company|PCW							
					The Wall Street journal.  Vol. 162, no. 4, July 5, 1963.	B46107	1963-07-05	RE521316	1991-12-30	Dow Jones & Company, Inc.|PCW							
					Dow Jones news service, New York.  July 5, 1963.	B46380	1963-07-05	RE522149	1991-12-30	Dow Jones & Company, Inc.|PCW							
					Chicago tribune.  Vol. 116, no. 186, July 5, 1963.	B47206	1963-07-05	RE513214	1991-01-02	Chicago Tribune Company|PCW							
					The Christian Science monitor, Boston.  Vol. 55, no. 186, July 5, 1963.	B47215	1963-07-05	RE513905	1991-01-14	Christian Science Publishing Society|PWH							
					Daily variety.  Vol. 120, no. 21, July 5, 1963.	B47288	1963-07-05	RE547561	1991-10-07	Daily Variety|PWH							
					New York herald tribune.  Vol. 123, no. 42470, July 5, 1963.	B47293	1963-07-05	RE566812	1991-12-30	IHT Corporation|PWH							
					The New York times.  Vol. 112, no. 38513, July 5, 1963.	B47305	1963-07-05	RE528034	1991-06-10	New York Times Company|PCW							
					Little Orphan Annie.	B47317	1963-07-05	RE558936	1991-12-17	Tribune Media Services, Inc.|PWH							
					Index, synopsis, key number character, and syllabi in New Jersey reports and New Jersey Superior Court reports.  Vol. 40 & 79, no. 27, July 5, 1963.	B47608	1963-07-05	RE542510	1991-08-19	West Publishing Company|PWH							
					Soviet physics.  Crystallography.  Vol. 8, no. 1, July-Aug. 1963.	B48020	1963-07-05	RE521520	1991-11-04	American Institute of Physics|PCW							
					Index, Soviet physics.  Crystallography.  Vol. 7, 1962.	B48021	1963-07-05	RE521521	1991-11-04	American Institute of Physics|PCW							
					Moody's bond record.  Vol. 30, no. 7.	B48272	1963-07-05	RE557523	1991-12-04	Moody's Investors Service, Inc.|PWH							
					The Military engineer.  Vol. 55, no. 366, July-Aug. 1963.	B48561	1963-07-05	RE551921	1991-11-12	Society of American Military Engineers|PCW							
					The Hudson review.  Vol. 16, no. 2, summer 1963.	B48593	1963-07-05	RE521403	1991-12-09	Hudson Review, Inc.|PCW							
					The New republic.  Vol. 149, no. 2, July 13, 1963.	B49333	1963-07-05	RE520580	1991-04-08	New Republic, Inc.|PCW							
				Jean Garrigue.	The New Republic, July 13, 1963|Written in London after a protest parade.	B49333	1963-07-05	RE543509	1991-08-30	Aileen Ward|E							
					Chemical & engineering news.  Vol. 41, no. 27, July 8, 1963.	B50014	1963-07-05	RE552650	1991-11-19	American Chemical Society|PCW							
					Journal of the American Chemical Society.  Vol. 85, no. 13, July 5, 1963.	B50151	1963-07-05	RE552652	1991-11-19	American Chemical Society|PCW							
					Los Angeles times.  Vol. 82, July 6, 1963.	B50722	1963-07-05	RE558562	1991-12-24	Times-Mirror Company|PCW							
					Journal of the experimental analysis of behavior.  Vol. 6, no. 3, July 1963.	B51579	1963-07-05	RE522342	1991-01-22	Society for the Experimental Analysis of Behavior, Inc.|PCW							
				Wesleyan University.	My weekly reader.  Vol. 32, no. 5, July 8-12, 1963.	B51791	1963-07-05	RE540169	1991-08-06	Weekly Reader Corporation|PWH							
				Wesleyan University.	My weekly reader.  Vol. 32, no. 5, July 8-12, 1963.	B51792	1963-07-05	RE540002	1991-08-05	Weekly Reader Corporation|PWH							
				Wesleyan University.	My weekly reader.  Vol. 14, no. 5, July 8-12, 1963.	B51793	1963-07-05	RE539898	1991-08-05	Weekly Reader Corporation|PWH							
				Wesleyan University.	My weekly reader.  Vol. 4, no. 5, July 8-12, 1963.	B51794	1963-07-05	RE539908	1991-08-05	Weekly Reader Corporation|PWH							
				Wesleyan University, in a work made for hire.	My weekly reader.  Vol. 2, no. 5, July 8-12, 1963.	B51795	1963-07-05	RE539166	1991-08-05	Weekly Reader Corporation|PWH							
					Southern reporter, second series.  Vol. 153, no. 4 & v. 154, no. 1, July 4, 1963.	B51947	1963-07-05	RE543050	1991-08-19	West Publishing Company|PWH							
					Atlantic reporter, second series.  Vol. 191, no. 4, July 6, 1963.	B51955	1963-07-05	RE542645	1991-08-19	West Publishing Company|PWH							
					West's California reporter.  Vol. 31, no. 4, July 8, 1963.	B51956	1963-07-05	RE542098	1991-08-19	West Publishing Company|PWH							
					Journal of English and Germanic philology.  Vol. 62, no. 2, Apr. 1963.	B55207	1963-07-05	RE545126	1991-09-16	Board of Trustees of the University of Illinois|PCW							
					United Feature comics.  Vol. 24, no. 27.	B55366	1963-07-05	RE541025	1991-08-16	United Feature Syndicate, Inc.|PCW							
					Tarzan.  No. 1687 (7471-7476)	B55366	1963-07-05	RE546460	1991-09-30	Edgar Rice Burroughs, Inc.|PWH							
					Li'l Abner; comic strip.  Created by Alfred G. Capp, as an employee for hire of United Feature Syndicate, Inc.	B55366	1963-07-05	RE550999	1991-11-05	Capp Enterprises, Inc.|PWH							
					Town & country.  Vol. 117, no. 4488, July 1963.	B58487	1963-07-05	RE558204	1991-12-09	Hearst Corporation|PCW							
					Boys and girls story time.  Vol. 13, no. 11, July 7, 14, 21, 28, 1963.	B64216	1963-07-05	RE523080	1991-03-04	Concordia Publishing House|PWH							
				John DosPassos; adaptation from his novel: John DosPassos, employer for hire of Paul Shyre.	USA, a dramatic revue.	DP5259	1963-07-05	RE529602	1991-05-16	Elizabeth DosPassos|W							
				Walter Stanley Keane.	The Whisper; oil painting.	GP39485	1963-07-05	RE524362	1991-03-11	Walter Stanley Keane|A							
				Walter Stanley Keane.	The Little thinker; oil painting.	GP39486	1963-07-05	RE524357	1991-03-11	Walter Stanley Keane|A							
				Walter Stanley Keane.	Deserted beach; oil painting.	GP39487	1963-07-05	RE524358	1991-03-11	Walter Stanley Keane|A							
				Walter Stanley Keane.	Tomorrow forever; oil painting.	GP39488	1963-07-05	RE524359	1991-03-11	Walter Stanley Keane|A							
					Superman.  Release of Sunday, July 28, 1963.	K68680	1963-07-05	RE549168	1991-10-31	DC Comics, Inc.|PWH							
					Refreshing new feeling--Coca-Cola crisp and cold (fruit ice cube)	KK175872	1963-07-05	RE557738	1991-12-11	Coca-Cola Company|PWH							
					HCOB 5 July AD13 all routines ARC break assessments.  Text: L. Ron Hubbard.	TX1153879	1963-07-05	RE561347	1991-12-12	Mary Sue Hubbard|W							
				Kathryn Blair, pseud. of Lilian Daisy Warren.	The Surgeon's marriage.	UCC work	1963-07-05	RE552244	1991-11-20	John Derek Satow|E							
				Frank Bonham.	By her own hand.	A637094	1963-07-06	RE565654	1991-11-14	Gloria Bonham|W							
					Babylon the Great has fallen! God's kingdom rules.	A638083	1963-07-06	RE527785	1991-03-22	Watch Tower Bible and Tract Society of Pennsylvania|PWH							
				Edmund Berkeley & Dorothy Smith Berkeley.	John Clayton: pioneer of American botany.	A638212	1963-07-06	RE544010	1991-09-09	Edmund Berkeley|A||Dorothy Smith Berkeley|A							
					Competition in the synthetic rubber industry.	A638213	1963-07-06	RE544015	1991-09-09	Charles F. Phillips, Jr.|A							
					The Confederate constitutions.	A638214	1963-07-06	RE544011	1991-09-09	Charles Robert Lee, Jr.|A							
				Irma Walker.	Someone's stolen Nellie Grey.	A690535	1963-07-06	RE553376	1991-11-14	Irma Walker|A							
				Christopher Hibbert.	The Roots of evil.	AFO40043	1963-07-06	RE565879	1991-12-27	Christopher Hibbert|A							
					Chicago tribune.  Vol. 116, no. 187, July 6, 1963.	B47211	1963-07-06	RE513219	1991-01-02	Chicago Tribune Company|PCW							
					The Christian Science monitor, Boston.  Vol. 55, no. 187, July 6, 1963.	B47214	1963-07-06	RE513904	1991-01-14	Christian Science Publishing Society|PWH							
					The New York times.  Vol. 112, no. 38514, July 6, 1963.	B47302	1963-07-06	RE528033	1991-06-10	New York Times Company|PCW							
					Little Orphan Annie.	B47320	1963-07-06	RE558939	1991-12-17	Tribune Media Services, Inc.|PWH							
					Poetry.  Vol. 102, no. 4, July 1963.	B48589	1963-07-06	RE534960	1991-07-05	Modern Poetry Association|PCW							
				John Ashbery.	Civilization and its discontents.  A Blessing in disguise.  Last month et al.	B48589	1963-07-06	RE552552	1991-11-15	John Ashbery|A							
					The Washington post and times herald.  Vol. 86, no. 213, July 6, 1963.	B50595	1963-07-06	RE559816	1991-12-23	Washington Post Company|PCW							
					Los Angeles times.  Vol. 82, July 7, 1963.	B50723	1963-07-06	RE558329	1991-12-24	Times-Mirror Company|PCW							
					Barron's; national business and financial weekly.  Vol. 43, no. 27, July 8, 1963.	B51110	1963-07-06	RE561772	1991-12-30	Dow Jones & Company, Inc.|PCW							
					New York herald tribune.  Vol. 123, no. 42471, July 6, 1963.	B53434	1963-07-06	RE566675	1991-12-30	IHT Corporation|PWH							
					When God is king over all the earth.	A637953	1963-07-07	RE527784	1991-03-22	Watch Tower Bible and Tract Society of Pennsylvania|PWH							
				Mary Lasswell, illustrated by Robert MacLean.	Tio Pepe; novel.	A638282	1963-07-07	RE541052	1991-08-12	Mary Lasswell|A							
					The Washington post and times herald.  Vol. 86, no. 214, July 7, 1963.	B46098	1963-07-07	RE559808	1991-12-23	Washington Post Company|PCW							
					New York herald tribune.  Vol. 123, no. 42472, July 7, 1963.	B46225	1963-07-07	RE566809	1991-12-30	IHT Corporation|PWH							
					Little Orphan Annie.	B47319	1963-07-07	RE558938	1991-12-17	Tribune Media Services, Inc.|PWH							
					Chicago tribune.  Vol. 116, no. 188, July 7, 1963.	B48833	1963-07-07	RE513220	1991-01-02	Chicago Tribune Company|PCW							
					The New York times.  Vol. 112, no. 38515, July 7, 1963.	B48935	1963-07-07	RE528039	1991-06-10	New York Times Company|PCW							
					Los Angeles times.  Vol. 82, July 8, 1963.	B52207	1963-07-07	RE558340	1991-12-24	Times-Mirror Company|PCW							
					Uncle Remus; cartoon strip.  July 14, 1963.	K68034	1963-07-07	RE543394	1991-08-27	Walt Disney Company|PWH							
					Mickey Mouse; cartoon strip.  July 14, 1963.	K68036	1963-07-07	RE543396	1991-08-26	Walt Disney Company|PWH							
					Donald Duck; cartoon strip.  July 14, 1963.	K68039	1963-07-07	RE543398	1991-08-27	Walt Disney Company|PWH							
				Siegfried Reda.	Sonate fuer Orgel.	UCC work	1963-07-07	RE560107	1991-12-27	Katharina Elisabeth Reda|W							
				Mary Baker Eddy, rev. Spanish translation: Trustees under the Will of Mary Baker Eddy, employer for hire.	Ciencia y salud, con clave de las escrituras.|Science and health, with key to the scriptures.	A634852	1963-07-08	RE527776	1991-04-08	Christian Science Board of Directors|PWH							
					Principles of the Kodak x-omat processing system.	A637817	1963-07-08	RE552565	1991-11-12	Eastman Kodak Company|PWH							
				James C. Fernald, rev. by Cedric Gale.	English grammar simplified.	A638189	1963-07-08	RE563194	1991-12-24	Cedric Gale|A							
					Advances in neuroendocrinology.  Editor: Andrew Valdimir Nalbandov.	A638224	1963-07-08	RE544971	1991-09-16	Board of Trustees of the University of Illinois|PCW							
					The Grace of God.  Text: Charles C. Ryrie.	A638288	1963-07-08	RE559374	1991-12-09	Charles C. Ryrie|A							
